id,scrape_id,last_scraped,source,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_location,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
691688943378120337,20241214212418,2024-12-15,city scrape,Albercutx Pollentia 4,432584184,Holidu,2021-11-19,"Madrid, Spain",within an hour,100%,100%,f,482,973,"['email', 'phone']",t,t,,Pollença,,39.908425,3.0824522,Entire villa,Entire home/apt,16,6,11,18,$584.00,t,29,59,82,357,2024-12-15,1,0,0,2023-02-05,2023-02-05,5,5,4,5,5,5,5,t,69
691801805598579338,20241214212418,2024-12-15,city scrape,Lujoso loft con vistas al mar en Illetas,92860709,Francisco,2016-08-31,"Madrid, Spain",within a few hours,100%,100%,f,1,2,"['email', 'phone', 'work_email']",t,t,"Illes Balears, Spain",Calvià,,39.53687,2.58891,Entire loft,Entire home/apt,2,1,1,1,$98.00,t,27,57,87,357,2024-12-15,69,24,0,2022-09-11,2024-10-08,4.64,4.59,4.48,4.71,4.84,4.61,4.39,f,1
670013170965578104,20241214212418,2024-12-15,city scrape,House near the center with outside space.,239816101,Dani,2019-01-29,"Sóller, Spain",within an hour,100%,85%,t,13,19,"['email', 'phone']",t,t,"Islas Baleares, Spain",Sóller,,39.7714239,2.7181658,Entire home,Entire home/apt,4,1,2,3,$140.00,t,0,0,5,210,2024-12-15,26,13,0,2023-05-09,2024-11-05,4.69,4.77,4.73,4.85,4.92,4.81,4.77,t,8
670033329912051744,20241214212418,2024-12-15,city scrape,"Near the Sea, 2 Swimmingpools, Nice views, Sauna",469213036,Gabriela,2022-07-13,,within an hour,100%,99%,t,3,3,"['email', 'phone']",t,f,"Cala Sant Vicenç, Illes Balears, Spain",Pollença,,39.9177097,3.0511071,Room in boutique hotel,Private room,2,1,1,1,$395.00,t,0,0,0,194,2024-12-15,12,10,0,2023-08-28,2024-10-15,4.92,4.83,4.92,4.83,5,4.83,4.75,t,3
670041016886883100,20241214212418,2024-12-15,city scrape,"Near the sea, 2 Swimmingpools, Sauna & Parking",469213036,Gabriela,2022-07-13,,within an hour,100%,99%,t,3,3,"['email', 'phone']",t,f,"Cala Sant Vicenç, Illes Balears, Spain",Pollença,,39.9177097,3.0511071,Room in boutique hotel,Private room,2,1,1,1,$395.00,t,0,0,0,194,2024-12-15,36,27,0,2022-08-12,2024-10-20,4.97,4.97,5,5,5,4.94,4.86,t,3
670050671909395964,20241214212418,2024-12-15,city scrape,Can Rosillo,133518187,Jasmina,2017-06-05,"Palma, Spain",within an hour,100%,99%,f,54,106,"['email', 'phone', 'work_email']",t,t,,Llucmajor,,39.47371,2.89089,Entire home,Entire home/apt,6,2,3,4,$376.00,t,6,36,66,277,2024-12-15,8,5,0,2023-04-10,2024-10-28,4.63,4.63,4.88,4.88,5,4.5,4.75,f,52
670662838949364965,20241214212418,2024-12-15,city scrape,2 Bedroom Apartment in Old Town - Adults Only #A8,4250492,Maria,2012-11-26,"Santa Maria del Camí, Spain",within an hour,100%,99%,t,12,13,"['email', 'phone', 'work_email']",t,t,"Sóller, Illes Balears, Spain",Sóller,,39.766847,2.7135783,Entire rental unit,Entire home/apt,4,2,2,3,$189.00,t,20,36,66,324,2024-12-15,35,16,0,2023-03-28,2024-10-27,4.94,4.94,4.94,4.94,4.91,4.97,4.77,t,12
670669502377930660,20241214212418,2024-12-15,city scrape,Your ideal rest near the Balearic Sea |Equipped,466180577,Feelathome,2022-06-26,,within an hour,100%,99%,t,6,14,"['phone', 'work_email']",t,t,"Palma, Illes Balears, Spain",Palma de Mallorca,,39.50701,2.75166,Entire serviced apartment,Entire home/apt,3,1,1,2,$86.00,t,30,60,90,281,2024-12-15,47,22,0,2022-08-29,2024-11-09,4.79,4.77,4.89,5,5,4.79,4.66,t,6
670701966699778414,20241214212418,2024-12-15,city scrape,Cosy Apartment w/ view in Soller - Adults Only #A7,4250492,Maria,2012-11-26,"Santa Maria del Camí, Spain",within an hour,100%,99%,t,12,13,"['email', 'phone', 'work_email']",t,t,"Sóller, Illes Balears, Spain",Sóller,,39.766847,2.7135783,Entire rental unit,Entire home/apt,2,1,1,1,$179.00,t,20,36,66,327,2024-12-15,76,23,0,2022-11-24,2024-10-24,4.89,4.88,4.93,4.96,4.87,4.93,4.79,t,12
670704373877929792,20241214212418,2024-12-15,city scrape,Cosy 2 Bedroom Apartment Soller - Adults Only #A6,4250492,Maria,2012-11-26,"Santa Maria del Camí, Spain",within an hour,100%,99%,t,12,13,"['email', 'phone', 'work_email']",t,t,"Sóller, Illes Balears, Spain",Sóller,,39.766847,2.7135783,Entire rental unit,Entire home/apt,4,2,2,2,$203.00,t,29,45,75,326,2024-12-15,51,24,0,2022-12-31,2024-10-27,4.96,4.94,5,4.94,4.92,4.96,4.88,t,12
691849619108142919,20241214212418,2024-12-15,previous scrape,Beautiful Sea View Front-Line Apartment & Terraces,10754068,Clara,2013-12-22,"Balearic Islands, Spain",within an hour,100%,100%,t,1,4,"['email', 'phone']",t,f,"Son Serra de Marina, Illes Balears, Spain",Santa Margalida,,39.73896,3.22098,Entire condo,Entire home/apt,7,,4,,,,0,0,0,0,2024-12-15,43,4,0,2022-09-06,2024-04-13,4.84,4.93,4.81,4.91,4.86,4.86,4.67,f,1
691850802037158052,20241214212418,2024-12-15,city scrape,Apt. Ran de Mar long term rental by Js Villas,95987411,Js Villas,2016-09-20,"Pollença, Spain",within an hour,100%,94%,f,72,210,"['email', 'phone']",t,t,,Pollença,,39.91091,3.09637,Entire rental unit,Entire home/apt,6,2,3,6,$152.00,t,15,27,57,210,2024-12-15,0,0,0,,,,,,,,,,f,66
692380851694117389,20241214212418,2024-12-15,city scrape,Beautiful Penthouse Apartment in Cala Bona,290510311,Glynn,2019-08-31,,within an hour,100%,46%,f,1,1,"['email', 'phone']",f,t,"Cala Bona, Islas Baleares, Spain",Son Servera,,39.61027938,3.388247697,Entire condo,Entire home/apt,4,2,2,3,$144.00,t,30,60,90,282,2024-12-15,8,4,0,2022-10-29,2024-08-31,4.25,4.63,4.13,4.88,4.75,4.75,4.63,f,1
703434363162543975,20241214212418,2024-12-15,city scrape,Beach Villa with Direct Access to Cala Gran Beach,8873185,Lucy,2013-09-16,"Dubai, United Arab Emirates",within a few hours,100%,73%,f,1,2,"['email', 'phone']",t,t,"Cala D'or, Illes Balears, Spain",Santanyí,,39.3732583,3.2334599,Entire villa,Entire home/apt,8,4.5,4,6,$784.00,t,14,44,74,323,2024-12-15,18,9,0,2022-09-21,2024-10-27,4.72,4.83,4.56,4.83,4.83,4.94,4.61,f,1
703482008172172977,20241214212418,2024-12-15,city scrape,YourHouse Can Mel,245708611,YourHouse,2019-02-27,,within an hour,98%,98%,f,87,136,"['email', 'phone']",t,t,,Sa Pobla,,39.75266,2.99982,Entire villa,Entire home/apt,12,4.5,5,7,$360.00,t,0,0,0,0,2024-12-15,0,0,0,,,,,,,,,,t,78
703966944864247268,20241214212418,2024-12-15,city scrape,Double bedroom (single use) with private bathroom,8260229,Emanuela,2013-08-19,"Port de Pollença, Spain",within an hour,100%,98%,t,5,9,"['email', 'phone']",t,t,,Pollença,,39.90944,3.08257,Private room in rental unit,Private room,1,1,1,1,$46.00,t,17,36,55,116,2024-12-15,63,17,0,2022-09-22,2024-10-26,4.86,4.89,4.94,4.97,4.97,4.87,4.84,f,5
704055362569878742,20241214212418,2024-12-15,previous scrape,Habitación doble en casa Familiar en Campos,61419269,Anna,2016-03-03,"Campos, Spain",N/A,N/A,100%,f,1,1,"['email', 'phone']",t,t,,Campos,,39.43373,3.01343,Private room in rental unit,Private room,2,,1,,,t,0,0,0,0,2024-12-15,15,5,0,2023-07-04,2024-07-25,4.87,5,4.93,5,5,4.67,4.53,f,1
704717494281937527,20241214212418,2024-12-15,city scrape,Luxurious Villa with a spectacular view,453447639,Vera,2022-04-09,,within a few hours,90%,86%,t,1,1,['phone'],t,t,"Illes Balears, Spain",Manacor,,39.52,3.21728,Entire villa,Entire home/apt,8,3.5,4,7,$350.00,t,0,13,19,122,2024-12-15,54,24,0,2022-09-04,2024-10-26,4.96,4.94,4.98,4.98,4.94,4.78,4.83,f,1
704811342885027833,20241214212418,2024-12-15,previous scrape,Lemon Room CoLiving Casa Beata,103114115,Isabel,2016-11-09,"Valldemossa, Spain",within a few hours,100%,100%,f,18,19,"['email', 'phone']",t,t,"Valldemossa, Illes Balears, Spain",Valldemossa,,39.71104,2.62462,Private room in cottage,Private room,1,,,,,t,0,0,0,0,2024-12-15,4,1,0,2022-10-31,2024-02-01,5,5,5,4.75,5,5,5,f,15
704828711684541723,20241214212418,2024-12-15,previous scrape,Bugambilia Room CoLiving Casa Beata,103114115,Isabel,2016-11-09,"Valldemossa, Spain",within a few hours,100%,100%,f,18,19,"['email', 'phone']",t,t,"Valldemossa, Illes Balears, Spain",Valldemossa,,39.70905,2.62596,Private room in townhouse,Private room,2,,,,,t,0,0,0,0,2024-12-15,1,0,0,2022-10-18,2022-10-18,5,5,5,5,5,5,5,f,15
704849254448521140,20241214212418,2024-12-15,city scrape,"Es Caminet, Finca 5StarsHome Mallorca",76875955,Team FiveStarsHome,2016-06-10,"Palma, Spain",within an hour,98%,94%,t,147,393,"['email', 'phone', 'work_email']",t,t,,Búger,,39.75864,2.97453,Entire villa,Entire home/apt,4,1,2,3,$175.00,t,26,56,86,361,2024-12-15,1,0,0,2022-09-19,2022-09-19,5,5,5,5,5,5,4,t,142
670755284776112508,20241214212418,2024-12-15,city scrape,Albercutx Pollentia 1,432584184,Holidu,2021-11-19,"Madrid, Spain",within an hour,100%,100%,f,482,973,"['email', 'phone']",t,t,,Pollença,,39.908425,3.0824522,Entire rental unit,Entire home/apt,8,2,4,6,$194.00,t,29,59,85,360,2024-12-15,13,6,0,2022-08-08,2024-09-28,4.62,4.69,4.69,4.92,4.77,4.85,4.77,t,69
670866285082091770,20241214212418,2024-12-15,city scrape,Casa Previsio,8214313,Sunna,2013-08-17,"Hamburg, Germany",within an hour,100%,100%,t,1,2,"['email', 'phone']",t,t,,Llucmajor,,39.36526682,2.83891207,Entire home,Entire home/apt,4,3,3,4,$244.00,t,0,0,14,86,2024-12-15,19,13,0,2022-09-05,2024-10-19,4.79,4.95,4.89,4.89,4.95,4.89,4.89,t,1
709153347761301510,20241214212418,2024-12-15,city scrape,Pine Tree House Espiga,133518187,Jasmina,2017-06-05,"Palma, Spain",within an hour,100%,99%,f,54,106,"['email', 'phone', 'work_email']",t,t,,Felanitx,,39.42143,3.2242,Entire villa,Entire home/apt,12,6.5,6,7,$825.00,t,0,0,0,78,2024-12-15,4,4,0,2024-05-06,2024-09-14,4.5,4.75,4.75,4.5,5,4.5,4.5,t,52
709172638756601640,20241214212418,2024-12-15,city scrape,Can Nyany,477389153,Tu Finca Balear,2022-08-30,"Sa Pobla, Spain",within a few hours,90%,74%,f,31,37,"['email', 'phone']",t,t,,Búger,,39.75602,2.97578,Entire villa,Entire home/apt,12,5,6,9,$406.00,t,16,39,62,169,2024-12-15,1,0,0,2023-09-02,2023-09-02,5,5,4,5,3,5,5,f,31
709172809916702711,20241214212418,2024-12-15,city scrape,Can Gamundi,477389153,Tu Finca Balear,2022-08-30,"Sa Pobla, Spain",within a few hours,90%,74%,f,31,37,"['email', 'phone']",t,t,,Muro,,39.77116,3.11953,Entire villa,Entire home/apt,10,4,5,8,$449.00,t,28,58,88,205,2024-12-15,0,0,0,,,,,,,,,,f,31
709172885084858089,20241214212418,2024-12-15,city scrape,Es Viola,477389153,Tu Finca Balear,2022-08-30,"Sa Pobla, Spain",within a few hours,90%,74%,f,31,37,"['email', 'phone']",t,t,,Santa Eugènia,,39.62596,2.84114,Entire villa,Entire home/apt,6,1,3,4,$187.00,t,15,15,15,199,2024-12-15,1,1,0,2024-07-27,2024-07-27,5,5,5,5,5,3,4,f,31
709262597785633886,20241214212418,2024-12-15,city scrape,Villa Celeste Cala dor,361894322,Rosi,2020-08-12,"Santanyí, Spain",within an hour,100%,100%,f,2,2,"['email', 'phone']",t,t,"Santanyí, Illes Balears, Spain",Santanyí,,39.36661,3.22275,Entire villa,Entire home/apt,6,2,3,6,$85.00,t,11,34,64,251,2024-12-15,38,21,1,2023-06-06,2024-11-19,4.61,4.63,4.42,4.82,4.82,4.71,4.66,t,2
709316455468649439,20241214212418,2024-12-15,previous scrape,Agradable finca en entorno natural,81612614,Juan,2016-07-04,"Inca, Spain",within an hour,96%,99%,f,36,187,"['email', 'phone']",t,t,,Campanet,,39.76878,2.95889,Entire villa,Entire home/apt,4,,2,,,t,0,0,0,0,2024-12-15,12,7,0,2022-10-18,2024-10-23,4.75,4.92,4.42,4.5,4.67,4.75,4.75,t,30
709780955312647133,20241214212418,2024-12-15,city scrape,Beautiful finca with private pool,478356713,Steffen,2022-09-06,"Düsseldorf, Germany",within a few hours,75%,83%,t,1,1,"['email', 'phone']",t,t,"Inca, Illes Balears, Spain",Selva,,39.72836,2.88717,Entire home,Entire home/apt,2,1,1,2,$149.00,t,11,11,25,158,2024-12-15,25,13,0,2022-10-29,2024-09-14,4.92,4.88,4.84,4.92,5,4.6,4.68,f,1
692617981217009708,20241214212418,2024-12-15,city scrape,Lovely 2 bedroom apartment with rooftop terrace,349841171,Andrew,2020-06-13,"Llucmajor, Spain",N/A,N/A,N/A,f,1,1,['phone'],f,t,,Llucmajor,,39.4945,2.88597,Entire loft,Entire home/apt,2,1,2,2,$87.00,t,29,59,89,89,2024-12-15,3,0,0,2022-10-15,2023-08-19,4.67,5,4.67,5,5,4.67,4.67,f,1
693095192926543051,20241214212418,2024-12-15,city scrape,Dolce Vita,432584184,Holidu,2021-11-19,"Madrid, Spain",within an hour,100%,100%,f,482,973,"['email', 'phone']",t,t,,Alcúdia,,39.83281186,3.110161498,Entire chalet,Entire home/apt,5,2,3,4,$95.00,t,29,59,89,364,2024-12-15,7,3,0,2022-09-11,2024-10-05,4.14,4.43,3.86,4.57,4.57,4.43,4.14,t,69
709852621975948483,20241214212418,2024-12-15,city scrape,"""NEW"" Casa Boquer - Port de Pollenca, Mallorca",97222654,Best Holiday Homes Limited,2016-09-29,,within a day,75%,80%,f,491,1067,"['email', 'phone']",t,t,"Port de Pollença, Illes Balears, Spain",Pollença,,39.91312,3.07602,Entire villa,Entire home/apt,6,3,3,5,$256.00,t,0,0,0,143,2024-12-15,0,0,0,,,,,,,,,,f,239
709890325062113187,20241214212418,2024-12-15,city scrape,Casa Guillermo Bonita Casa de Pueblo en Pollensa,29955329,Mallorca North Villas,2015-03-24,"Pollença, Spain",within an hour,90%,97%,f,22,46,"['email', 'phone', 'work_email']",t,t,,Pollença,,39.87491,3.0154,Entire home,Entire home/apt,6,2,3,5,$167.00,t,23,53,83,348,2024-12-15,0,0,0,,,,,,,,,,t,20
709997347274547557,20241214212418,2024-12-15,city scrape,"""NEW"" Villa Beverly - Cala San Vicente, Mallorca",97222654,Best Holiday Homes Limited,2016-09-29,,within a day,75%,80%,f,491,1067,"['email', 'phone']",t,t,"Cala Sant Vicenç, Illes Balears, Spain",Pollença,,39.91939,3.05515,Entire villa,Entire home/apt,8,4.5,4,6,$210.00,t,0,0,0,60,2024-12-15,0,0,0,,,,,,,,,,f,239
710549523584362527,20241214212418,2024-12-15,city scrape,Casa Cas Pedri,423136884,Holidayfincas-Sineu S.L.,2021-09-15,,within an hour,90%,99%,f,48,65,"['email', 'phone']",t,t,"Can Picafort, Illes Balears, Spain",Santa Margalida,,39.75854,3.16447,Entire home,Entire home/apt,6,3,4,4,$139.00,t,0,0,0,49,2024-12-15,17,9,0,2022-10-08,2024-11-02,4.82,4.82,4.71,4.76,4.82,4.71,4.71,t,48
710551518221801278,20241214212418,2024-12-15,city scrape,Villa El Olivo,423136884,Holidayfincas-Sineu S.L.,2021-09-15,,within an hour,90%,99%,f,48,65,"['email', 'phone']",t,t,,Inca,,39.72455,2.90642,Entire villa,Entire home/apt,8,3,4,4,$151.00,t,14,35,64,190,2024-12-15,3,2,0,2023-06-23,2024-10-12,5,5,5,5,5,5,5,t,48
710682695341570711,20241214212418,2024-12-15,city scrape,"""NEW"" Casa Agustin - Pollenca, Mallorca",97222654,Best Holiday Homes Limited,2016-09-29,,within a day,75%,80%,f,491,1067,"['email', 'phone']",t,t,"Islas Baleares, Spain",Pollença,,39.8951,3.03542,Entire villa,Entire home/apt,10,3,5,9,$242.00,t,0,0,0,68,2024-12-15,0,0,0,,,,,,,,,,f,239
710931576145402063,20241214212418,2024-12-15,city scrape,Casa El Verano am Es Trenc Strand,419387747,Sandra,2021-08-20,"Sa Ràpita, Spain",within a few hours,80%,100%,t,4,4,"['email', 'phone']",t,t,,Campos,,39.37233,2.94506,Entire home,Entire home/apt,6,2,3,3,$289.00,t,30,60,90,329,2024-12-15,4,0,0,2022-09-20,2023-08-25,5,5,5,5,5,4.5,5,t,4
711318954365327932,20241214212418,2024-12-15,city scrape,"""NEW"" Finca Sierra - Pollenca, Mallorca",97222654,Best Holiday Homes Limited,2016-09-29,,within a day,75%,80%,f,491,1067,"['email', 'phone']",t,t,"Pollença, Balearic Islands, Spain",Pollença,,39.88817,3.02329,Entire villa,Entire home/apt,8,3,4,6,$281.00,t,0,0,0,119,2024-12-15,1,0,0,2023-09-29,2023-09-29,4,2,3,1,3,3,4,f,239
693858744188036986,20241214212418,2024-12-15,city scrape,"1.Solo a 2minutos de la playa,acogedor apartamento",401832235,Simon,2021-05-16,"Palma, Spain",within a few hours,75%,29%,f,9,13,['phone'],t,t,,Palma de Mallorca,,39.50160171,2.7527605,Entire rental unit,Entire home/apt,5,1,1,3,$80.00,t,30,60,90,168,2024-12-15,1,0,0,2023-02-21,2023-02-21,4,5,4,5,4,4,3,f,6
694043729431962640,20241214212418,2024-12-15,city scrape,Villa Mosteiro  'The Cosy Corner' Time for you...,411817955,Beatriz,2021-07-09,,N/A,N/A,100%,f,1,2,"['email', 'phone']",f,t,,Santa Margalida,,39.68986135,3.104892969,Entire cottage,Entire home/apt,4,2,2,4,$77.00,t,18,18,19,203,2024-12-15,5,5,0,2024-02-12,2024-04-28,4.6,4.8,4.2,5,5,4.6,4.6,t,1
704974614263077646,20241214212418,2024-12-15,city scrape,Agradable villa con piscina y  encantador jardin,23107730,Construcciones Masere,2014-10-29,"Sa Pobla, Spain",within a few hours,100%,58%,t,2,2,"['email', 'phone']",t,t,,Sa Pobla,,39.80383,3.01395,Entire villa,Entire home/apt,6,3.5,3,3,$280.00,t,0,0,28,249,2024-12-15,1,0,0,2023-09-03,2023-09-03,5,5,5,5,5,5,5,f,2
705414166194449385,20241214212418,2024-12-15,city scrape,Es Rafal Nou (Suite Superior Piso),5433086,Es Rafal Nou,2013-03-12,"Balearic Islands, Spain",within an hour,100%,100%,f,6,105,['phone'],t,t,,Manacor,,39.53907,3.14799,Entire rental unit,Entire home/apt,3,1,1,2,$160.00,t,0,7,34,270,2024-12-15,3,2,0,2023-08-27,2024-10-21,3.67,3.67,3.67,3.67,3.67,3.67,3,t,6
705429250044794557,20241214212418,2024-12-15,city scrape,Assumpció . Beautiful villa near pollensa,49501915,Renthousing,2015-11-20,"Balearic Islands, Spain",within an hour,100%,100%,f,138,204,"['email', 'phone']",t,t,,Pollença,,39.88742,3.02709,Entire villa,Entire home/apt,9,3,4,7,$512.00,t,0,0,0,42,2024-12-15,0,0,0,,,,,,,,,,t,136
705515990014697716,20241214212418,2024-12-15,city scrape,Villa Sol y Mar mit Pool Son Moja/ Santanyi,477500147,Karima,2022-08-31,,within an hour,100%,77%,f,2,2,"['email', 'phone']",t,t,"Santanyí, Illes Balears, Spain",Santanyí,,39.33504,3.1389,Entire chalet,Entire home/apt,2,1,1,1,$130.00,t,18,46,75,88,2024-12-15,13,7,1,2023-02-05,2024-11-20,4.92,4.85,4.92,5,5,4.85,4.92,t,2
705827632512776024,20241214212418,2024-12-15,city scrape,Newly renovated house with mountain views,49501915,Renthousing,2015-11-20,"Balearic Islands, Spain",within an hour,100%,100%,f,138,204,"['email', 'phone']",t,t,,Pollença,,39.86316,3.0061,Entire villa,Entire home/apt,10,4,5,7,"$1,065.00",t,0,0,0,37,2024-12-15,0,0,0,,,,,,,,,,t,136
706128549471182880,20241214212418,2024-12-15,city scrape,Preciosa casa con vistas a la montaña,176757008,Magdalena,2018-03-05,"Sóller, Spain",within an hour,100%,100%,t,1,1,"['email', 'phone']",t,t,"Sóller, Islas Baleares, Spain",Sóller,,39.78536,2.706938,Entire cottage,Entire home/apt,4,2,3,3,$220.00,t,16,46,76,248,2024-12-15,65,33,0,2023-03-20,2024-10-23,4.98,4.91,4.98,4.92,4.95,4.86,4.86,t,1
706246963304357642,20241214212418,2024-12-15,city scrape,"Finca Natalie pool, wifi, close to beach Alcudia",83726976,Vida Invest,2016-07-14,"Palma, Spain",within a few hours,100%,100%,f,1,1,"['email', 'phone']",t,t,"Alcúdia, Illes Balears, Spain",Alcúdia,,39.85839,3.13707,Entire villa,Entire home/apt,8,5,5,5,$360.00,t,28,58,88,356,2024-12-15,0,0,0,,,,,,,,,,f,1
706371785094764698,20241214212418,2024-12-15,previous scrape,Cómoda habitación en palma,477672470,Cristina,2022-09-01,"Palma, Spain",within a day,90%,82%,t,1,1,"['email', 'phone']",t,t,,Palma de Mallorca,,39.57175878,2.674202867,Private room in casa particular,Private room,1,,,,,t,0,0,0,0,2024-12-15,79,32,1,2022-09-05,2024-11-24,4.81,4.84,4.94,4.86,4.84,4.28,4.76,f,1
706532944835882639,20241214212418,2024-12-15,city scrape,Apartament near Plaza España,214453618,Miguel,2018-09-09,"Palma, Spain",within a few hours,87%,80%,f,18,19,"['email', 'phone']",t,t,"Palma, Illes Balears, Spain",Palma de Mallorca,,39.58431,2.66407,Entire rental unit,Entire home/apt,1,1,1,1,$49.00,t,11,31,61,307,2024-12-15,35,18,1,2022-09-21,2024-11-16,4.97,4.91,4.97,4.94,4.97,4.69,4.79,f,18
707178639549376460,20241214212418,2024-12-15,city scrape,Caimari's House,372494748,Villafy Mallorca,2020-10-19,"Inca, Spain",within an hour,100%,99%,f,85,88,['phone'],t,t,,Selva,,39.77285,2.9053,Entire home,Entire home/apt,6,2,3,4,$100.00,t,21,47,55,172,2024-12-15,14,6,0,2023-04-01,2024-11-03,4.79,4.93,4.93,4.93,4.71,4.64,4.71,t,81
711350201044543748,20241214212418,2024-12-15,city scrape,Villa Alzina,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Alcudia, Mallorca, Spain",Alcúdia,,39.84326,3.08917,Entire villa,Entire home/apt,6,2,3,5,$340.00,t,0,0,0,119,2024-12-15,4,1,0,2023-06-03,2024-09-28,4.75,5,4.75,4.75,4.25,4,4.5,t,121
711354193636817995,20241214212418,2024-12-15,city scrape,Villa Barraca,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Islas Baleares, Spain",Pollença,,39.91335,3.07507,Entire villa,Entire home/apt,6,2,3,5,$212.00,t,0,0,0,152,2024-12-15,0,0,0,,,,,,,,,,t,121
711355208329301956,20241214212418,2024-12-15,city scrape,Villa Bosque,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Islas Baleares, Spain",Pollença,,39.86338,3.07292,Entire villa,Entire home/apt,6,2,3,5,$228.00,t,0,0,0,137,2024-12-15,0,0,0,,,,,,,,,,t,121
711359718422617656,20241214212418,2024-12-15,city scrape,Villa Crever,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Illes Balears, Spain",Pollença,,39.88403,3.04584,Entire villa,Entire home/apt,10,4,5,7,$802.00,t,0,0,0,77,2024-12-15,0,0,0,,,,,,,,,,t,121
711361354187153433,20241214212418,2024-12-15,city scrape,2 Bedroom Duplex Apartment in Puerto Pollensa,105815786,Villas,2016-12-01,"England, United Kingdom",within an hour,100%,98%,f,86,313,"['email', 'phone']",t,t,,Pollença,,39.89323,3.07701,Entire rental unit,Entire home/apt,4,1,2,3,$166.00,t,28,58,88,363,2024-12-15,0,0,0,,,,,,,,,,t,4
711361738205938204,20241214212418,2024-12-15,city scrape,Villa Fonto,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Islas Baleares, Spain",Pollença,,39.88808,3.01724,Entire villa,Entire home/apt,2,1,1,1,$217.00,t,0,0,0,165,2024-12-15,4,1,0,2023-04-14,2024-04-09,4.25,4.75,4.25,4.25,4,4.25,4.5,t,121
694223617947299952,20241214212418,2024-12-15,city scrape,Habitación privada con encanto en Santa Catalina,60476253,Carla,2016-02-26,"Palma, Spain",within a few hours,90%,35%,f,3,3,"['email', 'phone']",t,t,"Palma, Illes Balears, Spain",Palma de Mallorca,,39.57611,2.63983,Private room in rental unit,Private room,2,1,1,1,$50.00,t,14,44,60,262,2024-12-15,29,2,0,2022-12-08,2024-01-27,4.72,4.55,4.55,4.62,4.59,4.86,4.72,f,3
711362737646541633,20241214212418,2024-12-15,city scrape,Villa Geranios,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Islas Baleares, Spain",Pollença,,39.88904,3.02916,Entire villa,Entire home/apt,6,2,3,5,$319.00,t,0,0,0,39,2024-12-15,3,0,0,2023-07-22,2023-10-07,4.67,4.33,4.67,5,4.67,4.67,4.67,t,121
711364242485257742,20241214212418,2024-12-15,city scrape,Villa Guillo,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Illes Balears, Spain",Pollença,,39.85294,3.0237,Entire villa,Entire home/apt,8,3,4,5,$369.00,t,0,0,0,176,2024-12-15,0,0,0,,,,,,,,,,t,121
711364747048419975,20241214212418,2024-12-15,city scrape,Villa Horta 55,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Pollença, Illes Balears, Spain",Pollença,,39.87992,3.0153,Entire villa,Entire home/apt,8,3,4,6,$413.00,t,0,0,0,123,2024-12-15,0,0,0,,,,,,,,,,t,121
711364775699286127,20241214212418,2024-12-15,city scrape,"""NEW"" Villa Florencia- La Font, Pollenca, Mallorca",97222654,Best Holiday Homes Limited,2016-09-29,,within a day,75%,80%,f,491,1067,"['email', 'phone']",t,t,"Illes Balears, Spain",Pollença,,39.89987,3.02687,Entire villa,Entire home/apt,7,3,3,5,$185.00,t,0,0,0,193,2024-12-15,0,0,0,,,,,,,,,,f,239
711374318507826499,20241214212418,2024-12-15,city scrape,Villa Ramona,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Illes Balears, Spain",Pollença,,39.85129,3.00453,Entire villa,Entire home/apt,12,4,6,10,$833.00,t,0,0,0,69,2024-12-15,1,1,0,2024-06-28,2024-06-28,5,5,4,5,5,5,5,t,121
